"","CustomerId","Surname","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited","CreditScoreBins","AgeBins","TenureFactor"
"54","15702298","Parkhill",655,"Germany","Male",41,"8",125561.97,1,"No","inactive",164040.94,"exited","(650,660]","(40,45]","8"
"55","15569590","Yoo",601,"Germany","Male",42,"1",98495.72,1,"Yes","inactive",40014.76,"exited","(600,610]","(40,45]","1"
"56","15760861","Phillipps",619,"France","Male",43,"1",125211.92,1,"Yes","active",113410.49,"retained","(610,620]","(40,45]","1"
"57","15630053","Tsao",656,"France","Male",45,"5",127864.4,1,"Yes","inactive",87107.57,"retained","(650,660]","(40,45]","5"
"58","15647091","Endrizzi",725,"Germany","Male",19,"0",75888.2,1,"No","inactive",45613.75,"retained","(720,730]","(17,25]","0"
"59","15623944","T'ien",511,"Spain","Female",66,"4",0,1,"Yes","inactive",1643.11,"exited","(510,520]","(65,70]","4"
"60","15804771","Velazquez",614,"France","Male",51,"4",40685.92,1,"Yes","active",46775.28,"retained","(610,620]","(50,55]","4"
"61","15651280","Hunter",742,"Germany","Male",35,"5",136857,1,"No","inactive",84509.57,"retained","(740,750]","(30,35]","5"
"62","15773469","Clark",687,"Germany","Female",27,"9",152328.88,2,"No","inactive",126494.82,"retained","(680,690]","(25,30]","9"
"63","15702014","Jeffrey",555,"Spain","Male",33,"1",56084.69,2,"No","inactive",178798.13,"retained","(550,560]","(30,35]","1"
"64","15751208","Pirozzi",684,"Spain","Male",56,"8",78707.16,1,"Yes","active",99398.36,"retained","(680,690]","(55,60]","8"
"65","15592461","Jackson",603,"Germany","Male",26,"4",109166.37,1,"Yes","active",92840.67,"retained","(600,610]","(25,30]","4"
"66","15789484","Hammond",751,"Germany","Female",36,"6",169831.46,2,"Yes","active",27758.36,"retained","(750,760]","(35,40]","6"
"67","15696061","Brownless",581,"Germany","Female",34,"1",101633.04,1,"Yes","inactive",110431.51,"retained","(580,590]","(30,35]","1"
"68","15641582","Chibugo",735,"Germany","Male",43,"10",123180.01,2,"Yes","active",196673.28,"retained","(730,740]","(40,45]","10"
"69","15638424","Glauert",661,"Germany","Female",35,"5",150725.53,2,"No","active",113656.85,"retained","(660,670]","(30,35]","5"
"70","15755648","Pisano",675,"France","Female",21,"8",98373.26,1,"Yes","inactive",18203,"retained","(670,680]","(17,25]","8"
"71","15703793","Konovalova",738,"Germany","Male",58,"2",133745.44,4,"Yes","inactive",28373.86,"exited","(730,740]","(55,60]","2"
"72","15620344","McKee",813,"France","Male",29,"6",0,1,"Yes","inactive",33953.87,"retained","(810,820]","(25,30]","6"
"73","15812518","Palermo",657,"Spain","Female",37,"0",163607.18,1,"No","active",44203.55,"retained","(650,660]","(35,40]","0"
"74","15779052","Ballard",604,"Germany","Female",25,"5",157780.84,2,"Yes","active",58426.81,"retained","(600,610]","(17,25]","5"
"75","15770811","Wallace",519,"France","Male",36,"9",0,2,"No","active",145562.4,"retained","(510,520]","(35,40]","9"
"76","15780961","Cavenagh",735,"France","Female",21,"1",178718.19,2,"Yes","inactive",22388,"retained","(730,740]","(17,25]","1"
"77","15614049","Hu",664,"France","Male",55,"8",0,2,"Yes","active",139161.64,"retained","(660,670]","(50,55]","8"
"78","15662085","Read",678,"France","Female",32,"9",0,1,"Yes","active",148210.64,"retained","(670,680]","(30,35]","9"
"79","15575185","Bushell",757,"Spain","Male",33,"5",77253.22,1,"No","active",194239.63,"retained","(750,760]","(30,35]","5"
"80","15803136","Postle",416,"Germany","Female",41,"10",122189.66,2,"Yes","inactive",98301.61,"retained","(410,420]","(40,45]","10"
"81","15706021","Buley",665,"France","Female",34,"1",96645.54,2,"No","inactive",171413.66,"retained","(660,670]","(30,35]","1"
"82","15663706","Leonard",777,"France","Female",32,"2",0,1,"Yes","inactive",136458.19,"exited","(770,780]","(30,35]","2"
"83","15641732","Mills",543,"France","Female",36,"3",0,2,"No","inactive",26019.59,"retained","(540,550]","(35,40]","3"
"84","15701164","Onyeorulu",506,"France","Female",34,"4",90307.62,1,"Yes","active",159235.29,"retained","(500,510]","(30,35]","4"
"85","15738751","Beit",493,"France","Female",46,"4",0,2,"Yes","inactive",1907.66,"retained","(490,500]","(45,50]","4"
"86","15805254","Ndukaku",652,"Spain","Female",75,"10",0,2,"Yes","active",114675.75,"retained","(650,660]","(70,75]","10"
"87","15762418","Gant",750,"Spain","Male",22,"3",121681.82,1,"Yes","inactive",128643.35,"exited","(740,750]","(17,25]","3"
"88","15625759","Rowley",729,"France","Male",30,"9",0,2,"Yes","inactive",151869.35,"retained","(720,730]","(25,30]","9"
"89","15622897","Sharpe",646,"France","Female",46,"4",0,3,"Yes","inactive",93251.42,"exited","(640,650]","(45,50]","4"
"90","15767954","Osborne",635,"Germany","Female",28,"3",81623.67,2,"Yes","active",156791.36,"retained","(630,640]","(25,30]","3"
"91","15757535","Heap",647,"Spain","Female",44,"5",0,3,"Yes","active",174205.22,"exited","(640,650]","(40,45]","5"
"92","15731511","Ritchie",808,"France","Male",45,"7",118626.55,2,"Yes","inactive",147132.46,"retained","(800,810]","(40,45]","7"
"93","15809248","Cole",524,"France","Female",36,"10",0,2,"Yes","inactive",109614.57,"retained","(520,530]","(35,40]","10"
"94","15640635","Capon",769,"France","Male",29,"8",0,2,"Yes","active",172290.61,"retained","(760,770]","(25,30]","8"
"95","15676966","Capon",730,"Spain","Male",42,"4",0,2,"No","active",85982.47,"retained","(720,730]","(40,45]","4"
"96","15699461","Fiorentini",515,"Spain","Male",35,"10",176273.95,1,"No","active",121277.78,"retained","(510,520]","(30,35]","10"
"97","15738721","Graham",773,"Spain","Male",41,"9",102827.44,1,"No","active",64595.25,"retained","(770,780]","(40,45]","9"
"98","15693683","Yuille",814,"Germany","Male",29,"8",97086.4,2,"Yes","active",197276.13,"retained","(810,820]","(25,30]","8"
"99","15604348","Allard",710,"Spain","Male",22,"8",0,2,"No","inactive",99645.04,"retained","(700,710]","(17,25]","8"
"100","15633059","Fanucci",413,"France","Male",34,"9",0,2,"No","inactive",6534.18,"retained","(410,420]","(30,35]","9"
"101","15808582","Fu",665,"France","Female",40,"6",0,1,"Yes","active",161848.03,"retained","(660,670]","(35,40]","6"
"102","15743192","Hung",623,"France","Female",44,"6",0,2,"No","inactive",167162.43,"retained","(620,630]","(40,45]","6"
"103","15580146","Hung",738,"France","Male",31,"9",82674.15,1,"Yes","inactive",41970.72,"retained","(730,740]","(30,35]","9"
"104","15776605","Bradley",528,"Spain","Male",36,"7",0,2,"Yes","inactive",60536.56,"retained","(520,530]","(35,40]","7"
"105","15804919","Dunbabin",670,"Spain","Female",65,"1",0,1,"Yes","active",177655.68,"exited","(660,670]","(60,65]","1"
"106","15613854","Mauldon",622,"Spain","Female",46,"4",107073.27,2,"Yes","active",30984.59,"exited","(620,630]","(45,50]","4"
"107","15599195","Stiger",582,"Germany","Male",32,"1",88938.62,1,"Yes","active",10054.53,"retained","(580,590]","(30,35]","1"
"108","15812878","Parsons",785,"Germany","Female",36,"2",99806.85,1,"No","active",36976.52,"retained","(780,790]","(35,40]","2"
"109","15602312","Walkom",605,"Spain","Male",33,"5",150092.8,1,"No","inactive",71862.79,"retained","(600,610]","(30,35]","5"
"110","15744689","T'ang",479,"Germany","Male",35,"9",92833.89,1,"Yes","inactive",99449.86,"exited","(470,480]","(30,35]","9"
"111","15803526","Eremenko",685,"Germany","Male",30,"3",90536.81,1,"No","active",63082.88,"retained","(680,690]","(25,30]","3"
"112","15665790","Rowntree",538,"Germany","Male",39,"7",108055.1,2,"Yes","inactive",27231.26,"retained","(530,540]","(35,40]","7"
"113","15715951","Thorpe",562,"France","Male",42,"2",100238.35,1,"No","inactive",86797.41,"retained","(560,570]","(40,45]","2"
"114","15591100","Chiemela",675,"Spain","Male",36,"9",106190.55,1,"No","active",22994.32,"retained","(670,680]","(35,40]","9"
"115","15609618","Fanucci",721,"Germany","Male",28,"9",154475.54,2,"No","active",101300.94,"exited","(720,730]","(25,30]","9"
"116","15675522","Ko",628,"Germany","Female",30,"9",132351.29,2,"Yes","active",74169.13,"retained","(620,630]","(25,30]","9"
"117","15705512","Welch",668,"Germany","Female",37,"6",167864.4,1,"Yes","inactive",115638.29,"retained","(660,670]","(35,40]","6"
"118","15698028","Duncan",506,"France","Female",41,"1",0,2,"Yes","inactive",31766.3,"retained","(500,510]","(40,45]","1"
"119","15661670","Chidozie",524,"Germany","Female",31,"8",107818.63,1,"Yes","inactive",199725.39,"exited","(520,530]","(30,35]","8"
"120","15600781","Wu",699,"Germany","Male",34,"4",185173.81,2,"Yes","inactive",120834.48,"retained","(690,700]","(30,35]","4"
"121","15682472","Culbreth",828,"France","Male",34,"8",129433.34,2,"No","inactive",38131.77,"retained","(820,830]","(30,35]","8"
"122","15580203","Kennedy",674,"Spain","Male",39,"6",120193.42,1,"No","inactive",100130.95,"retained","(670,680]","(35,40]","6"
"123","15690673","Cameron",656,"France","Female",39,"6",0,2,"Yes","inactive",141069.88,"retained","(650,660]","(35,40]","6"
"124","15760085","Calabresi",684,"Germany","Female",48,"10",126384.42,1,"Yes","active",198129.36,"retained","(680,690]","(45,50]","10"
"125","15779659","Zetticci",625,"France","Female",28,"3",0,1,"No","inactive",183646.41,"retained","(620,630]","(25,30]","3"
"126","15627360","Fuller",432,"France","Male",42,"9",152603.45,1,"Yes","inactive",110265.24,"exited","(430,440]","(40,45]","9"
"127","15671137","MacDonald",549,"France","Female",52,"1",0,1,"No","active",8636.05,"exited","(540,550]","(50,55]","1"
"128","15782688","Piccio",625,"Germany","Male",56,"0",148507.24,1,"Yes","inactive",46824.08,"exited","(620,630]","(55,60]","0"
"129","15575492","Kennedy",828,"France","Female",41,"7",0,2,"Yes","inactive",171378.77,"retained","(820,830]","(40,45]","7"
"130","15591607","Fernie",770,"France","Male",24,"9",101827.07,1,"Yes","inactive",167256.35,"retained","(760,770]","(17,25]","9"
"131","15740404","He",758,"France","Female",34,"3",0,2,"Yes","active",124226.16,"retained","(750,760]","(30,35]","3"
"132","15718369","Kaodilinakachukwu",795,"Germany","Female",33,"9",130862.43,1,"Yes","active",114935.21,"retained","(790,800]","(30,35]","9"
"133","15677871","Cocci",687,"France","Male",38,"9",122570.87,1,"Yes","active",35608.88,"retained","(680,690]","(35,40]","9"
"134","15642004","Alekseeva",686,"France","Male",25,"1",0,2,"No","active",16459.37,"retained","(680,690]","(17,25]","1"
"135","15712543","Chinweike",789,"Germany","Male",39,"7",124828.46,2,"Yes","active",124411.08,"retained","(780,790]","(35,40]","7"
"136","15584518","Arthur",589,"Germany","Female",50,"5",144895.05,2,"Yes","active",34941.23,"retained","(580,590]","(45,50]","5"
"137","15802381","Li",461,"Germany","Female",34,"5",63663.93,1,"No","active",167784.28,"retained","(460,470]","(30,35]","5"
"138","15610156","Ma",637,"France","Male",40,"2",133463.1,1,"No","active",93165.34,"retained","(630,640]","(35,40]","2"
"139","15594408","Chia",584,"Spain","Female",48,"2",213146.2,1,"Yes","inactive",75161.25,"exited","(580,590]","(45,50]","2"
"140","15640905","Vasin",579,"Spain","Female",35,"1",129490.36,2,"No","active",8590.83,"exited","(570,580]","(30,35]","1"
"141","15698932","Groves",756,"Germany","Male",44,"10",137452.09,1,"Yes","inactive",189543.9,"retained","(750,760]","(40,45]","10"
"142","15724944","Tien",663,"France","Male",34,"7",0,2,"Yes","active",180427.24,"retained","(660,670]","(30,35]","7"
"143","15628145","Forwood",682,"France","Female",43,"5",125851.93,1,"Yes","active",193318.33,"retained","(680,690]","(40,45]","5"
"144","15713483","Greeves",793,"Spain","Male",52,"2",0,1,"Yes","inactive",159123.82,"exited","(790,800]","(50,55]","2"
"145","15612350","Taylor",691,"France","Female",31,"5",40915.55,1,"Yes","inactive",126213.84,"exited","(690,700]","(30,35]","5"
"146","15800703","Madukwe",485,"Spain","Female",21,"5",113157.22,1,"Yes","active",54141.5,"retained","(480,490]","(17,25]","5"
"147","15705707","Bennelong",635,"Spain","Female",29,"8",138296.94,2,"Yes","inactive",141075.51,"retained","(630,640]","(25,30]","8"
"148","15754105","Olisanugo",650,"France","Male",37,"5",106967.18,1,"No","inactive",24495.03,"retained","(640,650]","(35,40]","5"
"149","15703264","Chukwufumnanya",735,"France","Male",44,"9",120681.63,1,"Yes","inactive",74836.34,"retained","(730,740]","(40,45]","9"
"150","15794413","Harris",416,"France","Male",32,"0",0,2,"No","active",878.87,"retained","(410,420]","(30,35]","0"
"151","15650237","Morgan",754,"Spain","Female",32,"7",0,2,"Yes","inactive",89520.75,"retained","(750,760]","(30,35]","7"
"152","15759618","Alexeeva",535,"France","Female",48,"9",0,1,"Yes","inactive",149892.79,"exited","(530,540]","(45,50]","9"
"153","15811589","Metcalfe",716,"Spain","Male",42,"8",0,2,"Yes","inactive",180800.42,"retained","(710,720]","(40,45]","8"
"154","15689044","Humphries",539,"France","Male",37,"2",127609.59,1,"Yes","inactive",98646.22,"retained","(530,540]","(35,40]","2"
"155","15709368","Milne",614,"France","Female",43,"6",0,2,"Yes","active",109041.53,"retained","(610,620]","(40,45]","6"
"156","15679145","Chou",706,"Spain","Male",57,"7",0,1,"Yes","inactive",17941.16,"exited","(700,710]","(55,60]","7"
"157","15655007","Li",758,"France","Female",33,"7",0,2,"No","inactive",82996.47,"retained","(750,760]","(30,35]","7"
"158","15623595","Clayton",586,"Spain","Female",28,"2",0,2,"Yes","active",92067.35,"retained","(580,590]","(25,30]","2"
"159","15589975","Maclean",646,"France","Female",73,"6",97259.25,1,"No","active",104719.66,"retained","(640,650]","(70,75]","6"
"160","15804017","Chigolum",631,"Germany","Female",33,"4",123246.7,1,"No","inactive",112687.57,"retained","(630,640]","(30,35]","4"
"161","15692132","Wilkinson",717,"Spain","Female",22,"6",101060.25,1,"No","active",84699.56,"retained","(710,720]","(17,25]","6"
"162","15641122","Wei",684,"France","Male",30,"2",0,2,"Yes","inactive",83473.82,"retained","(680,690]","(25,30]","2"
"163","15630910","Treacy",800,"France","Female",49,"7",108007.36,1,"No","inactive",47125.11,"retained","(790,800]","(45,50]","7"
"164","15680772","Hu",721,"Spain","Female",36,"2",0,2,"Yes","active",106977.8,"retained","(720,730]","(35,40]","2"
"165","15658929","Taverner",683,"Spain","Male",29,"0",133702.89,1,"Yes","inactive",55582.54,"exited","(680,690]","(25,30]","0"
"166","15585388","Sherman",660,"Germany","Male",31,"9",125189.75,2,"Yes","active",139874.43,"retained","(650,660]","(30,35]","9"
"167","15724623","Taubman",704,"Germany","Female",24,"7",113034.22,1,"Yes","inactive",162503.48,"exited","(700,710]","(17,25]","7"
"168","15588537","Robinson",615,"Spain","Female",41,"9",109013.23,1,"Yes","inactive",196499.96,"retained","(610,620]","(40,45]","9"
"169","15574692","Pinto",667,"Spain","Female",39,"2",0,2,"Yes","inactive",40721.24,"exited","(660,670]","(35,40]","2"
"170","15611325","Wood",682,"Germany","Male",24,"9",57929.81,2,"No","inactive",53134.3,"retained","(680,690]","(17,25]","9"
"171","15587562","Hawkins",484,"France","Female",29,"4",130114.39,1,"Yes","inactive",164017.89,"retained","(480,490]","(25,30]","4"
"172","15613172","Sun",628,"Germany","Male",27,"5",95826.49,2,"Yes","inactive",155996.96,"retained","(620,630]","(25,30]","5"
"173","15651022","Yost",480,"Germany","Male",44,"10",129608.57,1,"Yes","inactive",5472.7,"exited","(470,480]","(40,45]","10"
"174","15586310","Ting",578,"France","Male",30,"4",169462.09,1,"Yes","inactive",112187.11,"retained","(570,580]","(25,30]","4"
"175","15625524","Rowe",512,"France","Male",40,"5",0,2,"Yes","active",146457.83,"retained","(510,520]","(35,40]","5"
"176","15755209","Fu",484,"Spain","Female",35,"7",133868.21,1,"Yes","active",27286.1,"retained","(480,490]","(30,35]","7"
"177","15645248","Ho",510,"France","Female",30,"0",0,2,"Yes","active",130553.47,"retained","(500,510]","(25,30]","0"
"178","15790355","Okechukwu",606,"Germany","Male",36,"5",190479.48,2,"No","inactive",179351.89,"retained","(600,610]","(35,40]","5"
"179","15762615","Campbell",597,"Spain","Female",40,"8",101993.12,1,"No","active",94774.12,"retained","(590,600]","(35,40]","8"
"180","15625426","Ashbolt",754,"Germany","Female",55,"3",161608.81,1,"Yes","inactive",8080.85,"exited","(750,760]","(50,55]","3"
"181","15716334","Rozier",850,"Spain","Female",45,"2",122311.21,1,"Yes","active",19482.5,"retained","(840,850]","(40,45]","2"
"182","15789669","Hsia",510,"France","Male",65,"2",0,2,"Yes","active",48071.61,"retained","(500,510]","(60,65]","2"
"183","15621075","Ogbonnaya",778,"Germany","Female",45,"1",162150.42,2,"Yes","inactive",174531.27,"retained","(770,780]","(40,45]","1"
"184","15810845","T'ang",636,"France","Male",42,"2",0,2,"Yes","active",55470.78,"retained","(630,640]","(40,45]","2"
"185","15719377","Cocci",804,"France","Female",50,"4",0,1,"Yes","active",8546.87,"exited","(800,810]","(45,50]","4"
"186","15654506","Chang",514,"France","Male",32,"8",0,2,"Yes","inactive",95857.18,"retained","(510,520]","(30,35]","8"
"187","15771977","T'ao",730,"France","Female",39,"1",99010.67,1,"Yes","inactive",194945.8,"retained","(720,730]","(35,40]","1"
"188","15708710","Ford",525,"Spain","Female",37,"0",0,1,"No","active",131521.72,"retained","(520,530]","(35,40]","0"
"189","15726676","Marshall",616,"Spain","Male",30,"5",0,2,"No","active",196108.51,"retained","(610,620]","(25,30]","5"
"190","15587421","Tsai",687,"Germany","Female",34,"7",111388.18,2,"Yes","inactive",148564.76,"retained","(680,690]","(30,35]","7"
"191","15726931","Onwumelu",715,"France","Female",41,"8",56214.85,2,"No","inactive",92982.61,"exited","(710,720]","(40,45]","8"
"192","15771086","Graham",512,"France","Female",36,"3",84327.77,2,"Yes","inactive",17675.36,"retained","(510,520]","(35,40]","3"
"193","15756850","Golovanov",479,"France","Male",40,"1",0,2,"No","inactive",114996.43,"retained","(470,480]","(35,40]","1"
"194","15702741","Potts",601,"France","Male",32,"8",93012.89,1,"Yes","inactive",86957.42,"retained","(600,610]","(30,35]","8"
"195","15679200","Crawford",580,"Spain","Male",29,"9",61710.44,2,"Yes","inactive",128077.8,"retained","(570,580]","(25,30]","9"
"196","15594815","Aleshire",807,"France","Male",35,"3",174790.15,1,"Yes","active",600.36,"retained","(800,810]","(30,35]","3"
"197","15635905","Moran",616,"Spain","Female",32,"6",0,2,"Yes","active",43001.46,"retained","(610,620]","(30,35]","6"
"198","15777892","Samsonova",721,"Germany","Male",37,"3",107720.64,1,"Yes","active",158591.12,"retained","(720,730]","(35,40]","3"
"199","15656176","Jenkins",501,"France","Male",57,"10",0,2,"Yes","active",47847.19,"retained","(500,510]","(55,60]","10"
"200","15811127","Volkov",521,"France","Male",35,"6",96423.84,1,"Yes","inactive",10488.44,"retained","(520,530]","(30,35]","6"
"201","15604482","Chiemezie",850,"Spain","Male",30,"2",141040.01,1,"Yes","active",5978.2,"retained","(840,850]","(25,30]","2"
"202","15622911","Jude",759,"France","Male",42,"4",105420.18,1,"No","active",121409.06,"retained","(750,760]","(40,45]","4"
"203","15600974","He",516,"Spain","Male",50,"5",0,1,"No","active",146145.93,"exited","(510,520]","(45,50]","5"
"204","15727868","Onuora",711,"France","Female",38,"2",129022.06,2,"Yes","active",14374.86,"exited","(710,720]","(35,40]","2"
"205","15627801","Ginikanwa",512,"Spain","Male",33,"3",176666.62,1,"Yes","inactive",94670.77,"retained","(510,520]","(30,35]","3"
"206","15773039","Ku",550,"France","Male",37,"3",0,1,"Yes","active",179670.31,"retained","(540,550]","(35,40]","3"
"207","15755262","McDonald",608,"Spain","Female",41,"3",89763.84,1,"No","inactive",199304.74,"exited","(600,610]","(40,45]","3"
"208","15679531","Collins",618,"France","Male",34,"5",134954.53,1,"Yes","active",151954.39,"retained","(610,620]","(30,35]","5"
"209","15684181","Hackett",643,"France","Male",45,"5",0,1,"Yes","inactive",142513.5,"exited","(640,650]","(40,45]","5"
"210","15612087","Dike",671,"France","Male",45,"2",106376.85,1,"No","active",158264.62,"retained","(670,680]","(40,45]","2"
"211","15752047","Trevisano",689,"Germany","Male",33,"2",161814.64,2,"Yes","inactive",169381.9,"retained","(680,690]","(30,35]","2"
"212","15624592","Tan",603,"France","Male",31,"8",0,2,"Yes","active",169915.02,"retained","(600,610]","(30,35]","8"
"213","15573152","Glassman",620,"France","Female",41,"9",0,2,"No","inactive",88852.47,"retained","(610,620]","(40,45]","9"
"214","15594917","Miller",676,"France","Female",34,"1",63095.01,1,"Yes","active",40645.81,"retained","(670,680]","(30,35]","1"
"215","15785542","Kornilova",572,"Germany","Male",26,"4",118287.01,2,"No","inactive",60427.3,"retained","(570,580]","(25,30]","4"
"216","15723488","Watson",668,"Germany","Male",47,"7",106854.21,1,"No","active",157959.02,"exited","(660,670]","(45,50]","7"
"217","15680920","Marchesi",695,"France","Male",46,"7",49512.55,1,"Yes","inactive",133007.34,"retained","(690,700]","(45,50]","7"
